#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
nivve.9.a;I should rule to benefit the people!;I should rule to benefit the people!;I should rule to benefit the people!;;I should rule to benefit the people!;;;;;;;;;x
nivve.9.tool;;;;;;;;;;;;;;x
nivve.10.desc;Your whole realm is surrounded by sea. As proud owner of all land in sight, you are able to declare yourself a true duke!;Your whole realm is surrounded by sea. As proud owner of all land in sight, you are able to declare yourself a true duke!;Your whole realm is surrounded by sea. As proud owner of all land in sight, you are able to declare yourself a true duke!;;Your whole realm is surrounded by sea. As proud owner of all land in sight, you are able to declare yourself a true duke!;;;;;;;;;x
nivve.10.a;Isolation!;Isolation!;Isolation!;;Isolation!;;;;;;;;;x
nivve.11.desc;startup_flags;startup_flags;startup_flags;;startup_flags;
nivve.11.a;ok;ok;ok;;ok;
nivve.11.desc;startup_decision;startup_decision;startup_decision;;startup_decision;
nivve.11.a;ok;ok;ok;;ok;
;;;;;;;;;;;;;;x
AND.1.desc;Your [GetFromRelation] [From.GetTitledName] has been converted to [From.Religion.GetName];Your [GetFromRelation] [From.GetTitledName] has been converted to [From.Religion.GetName];Your [GetFromRelation] [From.GetTitledName] has been converted to [From.Religion.GetName];;Your [GetFromRelation] [From.GetTitledName] has been converted to [From.Religion.GetName];
AND.1.a;The truth has been revealed!;The truth has been revealed!;The truth has been revealed!;;The truth has been revealed!;
AND.1.b;How dare he turn on our ancestors!;How dare he turn on our ancestors!;How dare he turn on our ancestors!;;How dare he turn on our ancestors!;
AND.2.desc;Your [GetFromRelation] [From.GetTitledName] has been converted to [From.Religion.GetName];Your [GetFromRelation] [From.GetTitledName] has been converted to [From.Religion.GetName];Your [GetFromRelation] [From.GetTitledName] has been converted to [From.Religion.GetName];;Your [GetFromRelation] [From.GetTitledName] has been converted to [From.Religion.GetName];
AND.2.a;The truth has been revealed!;The truth has been revealed!;The truth has been revealed!;;The truth has been revealed!;
AND.2.b;How dare he turn on our ancestors!;How dare he turn on our ancestors!;How dare he turn on our ancestors!;;How dare he turn on our ancestors!;
AND.401.desc;You and your land of [From.GetName] have diverted from tribalism;You and your land of [From.GetName] have diverted from tribalism;You and your land of [From.GetName] have diverted from tribalism;;You and your land of [From.GetName] have diverted from tribalism;
AND.401.a;We surpassed our barbaric neighbours;We surpassed our barbaric neighbours;We surpassed our barbaric neighbours;;We surpassed our barbaric neighbours;
AND.401.b;I hate their stupid manners!;I hate their stupid manners!;I hate their stupid manners!;;I hate their stupid manners!;
;;;;;;;;;;;;;;x
liege_0;Redetermine de jure lieges;Redetermine de jure lieges;Redetermine de jure lieges;;Redetermine de jure lieges;;;;;;;;;x
liege_0_desc;Recover the de jure lieges previously assigned in the game;Recover the de jure lieges previously assigned in the game;Recover the de jure lieges previously assigned in the game;;Recover the de jure lieges previously assigned in the game;;;;;;;;;x
startup_0;Startup decision;Startup decision;Startup decision;;Startup decision;;;;;;;;;
startup_0_desc;Distribute modifiers over the game. This has to be done at the start of every game to prevent rulers from making titles already de jure part of a duchy.;Distribute modifiers over the game. This has to be done at the start of every game to prevent rulers from making titles already de jure part of a duchy.;Distribute modifiers over the game. This has to be done at the start of every game to prevent rulers from making titles already de jure part of a duchy.;;Distribute modifiers over the game. This has to be done at the start of every game to prevent rulers from making titles already de jure part of a duchy.;;;;;;;;;
casusbelli_0;Enable normal casus bellis;Enable normal casus bellis;Enable normal casus bellis;;Enable normal casus bellis;;;;;;;;;
casusbelli_0_desc;When most de jure duchies have been created and kingdoms are under way, this decision will enable the normal casus bellis to continue with normal dynamics.;When most de jure duchies have been created and kingdoms are under way, this decision will enable the normal casus bellis to continue with normal dynamics.;When most de jure duchies have been created and kingdoms are under way, this decision will enable the normal casus bellis to continue with normal dynamics.;;When most de jure duchies have been created and kingdoms are under way, this decision will enable the normal casus bellis to continue with normal dynamics.;;;;;;;;;
casusbelli_1;Disable normal casus bellis;Disable normal casus bellis;Disable normal casus bellis;;Disable normal casus bellis;;;;;;;;;
casusbelli_1_desc;Disable the normal casus bellis to let regions create their duchies.;Disable the normal casus bellis to let regions create their duchies.;Disable the normal casus bellis to let regions create their duchies.;;Disable the normal casus bellis to let regions create their duchies.;;;;;;;;;
