d_liege_adj;Liegian;Liégeoise;Lüttischer;;Liejense;;;;;;;;;x
k_liege;Liege;Liège;Lüttich;;Lieja;;;;;;;;;x
k_liege_adj;Liegian;Liégeoise;Lüttischer;;Liejense;;;;;;;;;x
e_liege;Liegian Empire;Liège;Lüttich;;Lieja;;;;;;;;;x
e_liege_adj;Liegian;Liégeoise;Lüttischer;;Liejense;;;;;;;;;x
d_julich;Jülich;Juliers;Jülich;;Jülich;;;;;;;;;x
d_julich_adj;Jülichian;Julieroise;Jülicher;;Julichiano;;;;;;;;;x
k_julich;Jülich;Juliers;Jülich;;Jülich;;;;;;;;;x
k_julich_adj;Jülichian;Julieroise;Jülicher;;Julichiano;;;;;;;;;x
e_julich;Jülichian Empire;Juliers;Jülich;;Jülich;;;;;;;;;x
e_julich_adj;Jülichian;Julieroise;Jülicher;;Julichiano;;;;;;;;;x
d_loon;Loon;Looz;Loon;;Loon;;;;;;;;;x
d_loon_adj;Loonian;Loonoise;Loonischer;;Loonianés;;;;;;;;;x
k_loon;Loon;Looz;Loon;;Loon;;;;;;;;;x
k_loon_adj;Loonian;Loonoise;Loonischer;;Loonianés;;;;;;;;;x
e_loon;Loonian Empire;Looz;Loon;;Loon;;;;;;;;;x
e_loon_adj;Loonian;Loonoise;Loonischer;;Loonianés;;;;;;;;;x
d_lorraine;Lorraine;Lorraine;Lorraine;;Lorena;;;;;;;;;x
d_lorraine_adj;Lorrainian;Lorrainne;Lothringischer;;Loreno;;;;;;;;;x
k_lorraine;Lorraine;Lorraine;Lorraine;;Lorena;;;;;;;;;x
k_lorraine_adj;Lorrainian;Lorrainne;Lothringischer;;Loreno;;;;;;;;;x
e_lorraine;Lorrainian Empire;Lorraine;Lorraine;;Lorena;;;;;;;;;x
e_lorraine_adj;Lorrainian;Lorrainne;Lothringischer;;Loreno;;;;;;;;;x
d_saintois;Saintois;Saintois;Saintois;;Saintois;;;;;;;;;x
d_saintois_adj;Saintoisian;Saintoisienne;Saintoiser;;Saintoisiano;;;;;;;;;x
k_saintois;Saintois;Saintois;Saintois;;Saintois;;;;;;;;;x
k_saintois_adj;Saintoisian;Saintoisienne;Saintoiser;;Saintoisiano;;;;;;;;;x
e_saintois;Saintoisian Empire;Saintois;Saintois;;Saintois;;;;;;;;;x
e_saintois_adj;Saintoisian;Saintoisienne;Saintoiser;;Saintoisiano;;;;;;;;;x
d_bar;Bar;Bar;Bar;;Bar;;;;;;;;;x
d_bar_adj;Barrois;barrois;Bar-;;Barrois;;;;;;;;;x
k_bar;Bar;Bar;Bar;;Bar;;;;;;;;;x
k_bar_adj;Barrois;barrois;Bar-;;Barrois;;;;;;;;;x
e_bar;Barrois Empire;Bar;Bar;;Bar;;;;;;;;;x
e_bar_adj;Barrois;barrois;Bar-;;Barrois;;;;;;;;;x
d_pfalz;Pfalz;Palatinat;Pfalz;;El Palatinado;;;;;;;;;x
d_pfalz_adj;Pfalzian;Palatine;Pfälzischer;;Palatinado;;;;;;;;;x
k_pfalz;Pfalz;Palatinat;Pfalz;;El Palatinado;;;;;;;;;x
k_pfalz_adj;Pfalzian;Palatine;Pfälzischer;;Palatinado;;;;;;;;;x
e_pfalz;Pfalzian Empire;Palatinat;Pfalz;;El Palatinado;;;;;;;;;x
e_pfalz_adj;Pfalzian;Palatine;Pfälzischer;;Palatinado;;;;;;;;;x
d_trier;Trier;Trèves;Trier;;Tréveris;;;;;;;;;x
d_trier_adj;Trierian;Trévoise;Trierer;;Trieriano;;;;;;;;;x
k_trier;Trier;Trèves;Trier;;Tréveris;;;;;;;;;x
k_trier_adj;Trierian;Trévoise;Trierer;;Trieriano;;;;;;;;;x
e_trier;Trierian Empire;Trèves;Trier;;Tréveris;;;;;;;;;x
e_trier_adj;Trierian;Trévoise;Trierer;;Trieriano;;;;;;;;;x
d_metz;Metz;Metz;Metz;;Metz;;;;;;;;;x
d_metz_adj;Metzian;Messine;Metzer;;Metzianés;;;;;;;;;x
k_metz;Metz;Metz;Metz;;Metz;;;;;;;;;x
k_metz_adj;Metzian;Messine;Metzer;;Metzianés;;;;;;;;;x
e_metz;Metzian Empire;Metz;Metz;;Metz;;;;;;;;;x
e_metz_adj;Metzian;Messine;Metzer;;Metzianés;;;;;;;;;x
d_verdun;Verdun;Verdun;Verdun;;Verdún;;;;;;;;;x
d_verdun_adj;Verdunian;Verdunoise;Verduner;;Verdunés;;;;;;;;;x
k_verdun;Verdun;Verdun;Verdun;;Verdún;;;;;;;;;x
k_verdun_adj;Verdunian;Verdunoise;Verduner;;Verdunés;;;;;;;;;x
e_verdun;Verdunian Empire;Verdun;Verdun;;Verdún;;;;;;;;;x
e_verdun_adj;Verdunian;Verdunoise;Verduner;;Verdunés;;;;;;;;;x
d_nordgau;Nordgau;Nordgau;Nordgau;;Nordgau;;;;;;;;;x
d_nordgau_adj;Nordgauer;Nordgauvienne;Nordgauer;;Nordgauerense;;;;;;;;;x
k_nordgau;Nordgau;Nordgau;Nordgau;;Nordgau;;;;;;;;;x
k_nordgau_adj;Nordgauer;Nordgauvienne;Nordgauer;;Nordgauerense;;;;;;;;;x
e_nordgau;Nordgauer Empire;Nordgau;Nordgau;;Nordgau;;;;;;;;;x
e_nordgau_adj;Nordgauer;Nordgauvienne;Nordgauer;;Nordgauerense;;;;;;;;;x
d_sundgau;Sundgau;Sundgau;Sundgau;;Sundgau;;;;;;;;;x
d_sundgau_adj;Sundgauer;Sundgauvienne;Sundgauer;;Sundgauerense;;;;;;;;;x
k_sundgau;Sundgau;Sundgau;Sundgau;;Sundgau;;;;;;;;;x
k_sundgau_adj;Sundgauer;Sundgauvienne;Sundgauer;;Sundgauerense;;;;;;;;;x
e_sundgau;Sundgauer Empire;Sundgau;Sundgau;;Sundgau;;;;;;;;;x
e_sundgau_adj;Sundgauer;Sundgauvienne;Sundgauer;;Sundgauerense;;;;;;;;;x
d_kempten;Kempten;Kempten;Kempten;;Kempten;;;;;;;;;x
d_kempten_adj;Kemptian;Kemptenienne;Kemptisch;;Kemptianés;;;;;;;;;x
k_kempten;Kempten;Kempten;Kempten;;Kempten;;;;;;;;;x
k_kempten_adj;Kemptian;Kemptenienne;Kemptisch;;Kemptianés;;;;;;;;;x
e_kempten;Kemptian Empire;Kempten;Kempten;;Kempten;;;;;;;;;x
e_kempten_adj;Kemptian;Kemptenienne;Kemptisch;;Kemptianés;;;;;;;;;x
d_oberbayern;Oberbayern;Haute-Bavière;Oberbayern;;Alta Baviera;;;;;;;;;x
d_oberbayern_adj;Oberbayerian;Haut-Bavaroise;Oberbayrischer;;Oberbayerianés;;;;;;;;;x
k_oberbayern;Oberbayern;Haute-Bavière;Oberbayern;;Alta Baviera;;;;;;;;;x
k_oberbayern_adj;Oberbayerian;Haut-Bavaroise;Oberbayrischer;;Oberbayerianés;;;;;;;;;x
e_oberbayern;Oberbayerian Empire;Haute-Bavière;Oberbayern;;Alta Baviera;;;;;;;;;x
e_oberbayern_adj;Oberbayerian;Haut-Bavaroise;Oberbayrischer;;Oberbayerianés;;;;;;;;;x
d_salzburg;Salzburg;Salzbourg;Salzburg;;Salzburgo;;;;;;;;;x
d_salzburg_adj;Salzburgian;Salzbourgeoise;Salzburger;;Salzburgués;;;;;;;;;x
k_salzburg;Salzburg;Salzbourg;Salzburg;;Salzburgo;;;;;;;;;x
k_salzburg_adj;Salzburgian;Salzbourgeoise;Salzburger;;Salzburgués;;;;;;;;;x
e_salzburg;Salzburgian Empire;Salzbourg;Salzburg;;Salzburgo;;;;;;;;;x
e_salzburg_adj;Salzburgian;Salzbourgeoise;Salzburger;;Salzburgués;;;;;;;;;x
d_niederbayern;Niederbayern;Basse-Bavière;Niederbayern;;Niederbayern;;;;;;;;;x
d_niederbayern_adj;Niederbayerian;Bas-Bavaroise;Niederbayrischer;;Niederbayerianés;;;;;;;;;x
k_niederbayern;Niederbayern;Basse-Bavière;Niederbayern;;Niederbayern;;;;;;;;;x
k_niederbayern_adj;Niederbayerian;Bas-Bavaroise;Niederbayrischer;;Niederbayerianés;;;;;;;;;x
e_niederbayern;Niederbayerian Empire;Basse-Bavière;Niederbayern;;Niederbayern;;;;;;;;;x
e_niederbayern_adj;Niederbayerian;Bas-Bavaroise;Niederbayrischer;;Niederbayerianés;;;;;;;;;x
d_nurnberg;Nürnberg;Nuremberg;Nürnberg;;Nuremberg;;;;;;;;;x
d_nurnberg_adj;Nürnbergian;Nurembergeoise;Nürnbergischer;;Altdorfense;;;;;;;;;x
k_nurnberg;Nürnberg;Nuremberg;Nürnberg;;Nuremberg;;;;;;;;;x
k_nurnberg_adj;Nürnbergian;Nurembergeoise;Nürnbergischer;;Altdorfense;;;;;;;;;x
e_nurnberg;Nürnbergian Empire;Nuremberg;Nürnberg;;Nuremberg;;;;;;;;;x
e_nurnberg_adj;Nürnbergian;Nurembergeoise;Nürnbergischer;;Altdorfense;;;;;;;;;x
d_passau;Passau;Passau;Passau;;Passau;;;;;;;;;x
d_passau_adj;Passauian;Passavienne;Passauisch;;Passauense;;;;;;;;;x
k_passau;Passau;Passau;Passau;;Passau;;;;;;;;;x
k_passau_adj;Passauian;Passavienne;Passauisch;;Passauense;;;;;;;;;x
e_passau;Passauian Empire;Passau;Passau;;Passau;;;;;;;;;x
e_passau_adj;Passauian;Passavienne;Passauisch;;Passauense;;;;;;;;;x
d_znojmo;Znojmo;Znojmo;Znojmo;;Znojmo;;;;;;;;;x
d_znojmo_adj;Znojmo;Znojmoise;Znojmoer;;Znojmo;;;;;;;;;x
k_znojmo;Znojmo;Znojmo;Znojmo;;Znojmo;;;;;;;;;x
k_znojmo_adj;Znojmo;Znojmoise;Znojmoer;;Znojmo;;;;;;;;;x
e_znojmo;Znojmo Empire;Znojmo;Znojmo;;Znojmo;;;;;;;;;x
e_znojmo_adj;Znojmo;Znojmoise;Znojmoer;;Znojmo;;;;;;;;;x
d_osterreich;Österreich;Autriche;Österreich;;Austria;;;;;;;;;x
d_osterreich_adj;Österreicher;Autrichienne;Österreichischer;;Austriaco;;;;;;;;;x
k_osterreich;Österreich;Autriche;Österreich;;Austria;;;;;;;;;x
k_osterreich_adj;Österreicher;Autrichienne;Österreichischer;;Austriaco;;;;;;;;;x
e_osterreich;Österreicher Empire;Autriche;Österreich;;Austria;;;;;;;;;x
e_osterreich_adj;Österreicher;Autrichienne;Österreichischer;;Austriaco;;;;;;;;;x
d_steiermark;Steiermark;Styrie;Steiermark;;Estiria;;;;;;;;;x
d_steiermark_adj;Steiermarkian;Styrienne;Steiermärkischer;;Steiermankianés;;;;;;;;;x
k_steiermark;Steiermark;Styrie;Steiermark;;Estiria;;;;;;;;;x
k_steiermark_adj;Steiermarkian;Styrienne;Steiermärkischer;;Steiermankianés;;;;;;;;;x
e_steiermark;Steiermarkian Empire;Styrie;Steiermark;;Estiria;;;;;;;;;x
e_steiermark_adj;Steiermarkian;Styrienne;Steiermärkischer;;Steiermankianés;;;;;;;;;x
d_tirol;Tirol;Tyrol;Tirol;;Tirol;;;;;;;;;x
d_tirol_adj;Tyrolian;Tyrolienne;Tiroler;;Tirolés;;;;;;;;;x
k_tirol;Tirol;Tyrol;Tirol;;Tirol;;;;;;;;;x
k_tirol_adj;Tyrolian;Tyrolienne;Tiroler;;Tirolés;;;;;;;;;x
e_tirol;Tyrolian Empire;Tyrol;Tirol;;Tirol;;;;;;;;;x
e_tirol_adj;Tyrolian;Tyrolienne;Tiroler;;Tirolés;;;;;;;;;x
d_st_gallen;St. Gallen;St. Gall;St. Gallen;;San Galo;;;;;;;;;x
d_st_gallen_adj;St. Gallenian;Saint-Galloise;St. Gallener;;Gallenianés;;;;;;;;;x
k_st_gallen;St. Gallen;St. Gall;St. Gallen;;San Galo;;;;;;;;;x
k_st_gallen_adj;St. Gallenian;Saint-Galloise;St. Gallener;;Gallenianés;;;;;;;;;x
e_st_gallen;St. Gallenian Empire;St. Gall;St. Gallen;;San Galo;;;;;;;;;x
e_st_gallen_adj;St. Gallenian;Saint-Galloise;St. Gallener;;Gallenianés;;;;;;;;;x
d_innsbruck;Innsbruck;Innsbruck;Innsbruck;;Innsbruck;;;;;;;;;x
d_innsbruck_adj;Innsbruckian;Innsbruckoise;Innsbruckischer;;Innsbruqués;;;;;;;;;x
k_innsbruck;Innsbruck;Innsbruck;Innsbruck;;Innsbruck;;;;;;;;;x
k_innsbruck_adj;Innsbruckian;Innsbruckoise;Innsbruckischer;;Innsbruqués;;;;;;;;;x
e_innsbruck;Innsbruckian Empire;Innsbruck;Innsbruck;;Innsbruck;;;;;;;;;x
e_innsbruck_adj;Innsbruckian;Innsbruckoise;Innsbruckischer;;Innsbruqués;;;;;;;;;x
d_chur;Chur;Coire;Chur;;Coira;;;;;;;;;x
k_chur;Chur;Coire;Chur;;Coira;;;;;;;;;x
e_chur;Chur;Coire;Chur;;Coira;;;;;;;;;x
d_istria;Istria;Istrie;Istrien;;Istria;;;;;;;;;x
d_istria_adj;Istrian;Istrienne;Istrischer;;Istriano;;;;;;;;;x
k_istria;Istria;Istrie;Istrien;;Istria;;;;;;;;;x
k_istria_adj;Istrian;Istrienne;Istrischer;;Istriano;;;;;;;;;x
e_istria;Istrian Empire;Istrie;Istrien;;Istria;;;;;;;;;x
e_istria_adj;Istrian;Istrienne;Istrischer;;Istriano;;;;;;;;;x
d_krain;Krain;Carniole;Krain;;Krain;;;;;;;;;x
d_krain_adj;Krainian;Carnolienne;Krainer;;Carnio;;;;;;;;;x
k_krain;Krain;Carniole;Krain;;Krain;;;;;;;;;x
k_krain_adj;Krainian;Carnolienne;Krainer;;Carnio;;;;;;;;;x
e_krain;Krainian Empire;Carniole;Krain;;Krain;;;;;;;;;x
e_krain_adj;Krainian;Carnolienne;Krainer;;Carnio;;;;;;;;;x
d_karnten;Kärnten;Carinthie;Kärnten;;Kärnten;;;;;;;;;x
d_karnten_adj;Karntenian;Kärntenienne;Kärntner;;Carintiano;;;;;;;;;x
k_karnten;Kärnten;Carinthie;Kärnten;;Kärnten;;;;;;;;;x
k_karnten_adj;Karntenian;Kärntenienne;Kärntner;;Carintiano;;;;;;;;;x
e_karnten;Karntenian Empire;Carinthie;Kärnten;;Kärnten;;;;;;;;;x
e_karnten_adj;Karntenian;Kärntenienne;Kärntner;;Carintiano;;;;;;;;;x
d_aquileia;Aquileia;Aquilée;Aquileia;;Aquilea;;;;;;;;;x
d_aquileia_adj;Aquileian;Aquiléenne;Aquileia-;;Aquileiesí;;;;;;;;;x
k_aquileia;Aquileia;Aquilée;Aquileia;;Aquilea;;;;;;;;;x
k_aquileia_adj;Aquileian;Aquiléenne;Aquileia-;;Aquileiesí;;;;;;;;;x
e_aquileia;Aquileian Empire;Aquilée;Aquileia;;Aquilea;;;;;;;;;x
e_aquileia_adj;Aquileian;Aquiléenne;Aquileia-;;Aquileiesí;;;;;;;;;x
d_celle;Celle;Celle;Celle;;Celle;;;;;;;;;x
d_celle_adj;Cellian;Cellienne;Celler;;Celleno;;;;;;;;;x
k_celle;Celle;Celle;Celle;;Celle;;;;;;;;;x
k_celle_adj;Cellian;Cellienne;Celler;;Celleno;;;;;;;;;x
e_celle;Cellian Empire;Celle;Celle;;Celle;;;;;;;;;x
e_celle_adj;Cellian;Cellienne;Celler;;Celleno;;;;;;;;;x
d_luneburg;Lüneburg;Lunebourg;Lüneburg;;Luneburgo;;;;;;;;;x
d_luneburg_adj;Lüneburgian;Lunebourgeoise;Lüneburgischer;;Luneburguesa;;;;;;;;;x
k_luneburg;Lüneburg;Lunebourg;Lüneburg;;Luneburgo;;;;;;;;;x
k_luneburg_adj;Lüneburgian;Lunebourgeoise;Lüneburgischer;;Luneburguesa;;;;;;;;;x
e_luneburg;Lüneburgian Empire;Lunebourg;Lüneburg;;Luneburgo;;;;;;;;;x
e_luneburg_adj;Lüneburgian;Lunebourgeoise;Lüneburgischer;;Luneburguesa;;;;;;;;;x
d_braunschweig;Braunschweig;Brunswick;Braunschweig;;Brunswick;;;;;;;;;x
d_braunschweig_adj;Braunschweigian;Brunswickoise;Braunschweigischer;;Neobrunswiqués;;;;;;;;;x
k_braunschweig;Braunschweig;Brunswick;Braunschweig;;Brunswick;;;;;;;;;x
k_braunschweig_adj;Braunschweigian;Brunswickoise;Braunschweigischer;;Neobrunswiqués;;;;;;;;;x
e_braunschweig;Braunschweigian Empire;Brunswick;Braunschweig;;Brunswick;;;;;;;;;x
e_braunschweig_adj;Braunschweigian;Brunswickoise;Braunschweigischer;;Neobrunswiqués;;;;;;;;;x
d_oldenburg;Oldenburg;Oldenbourg;Oldenburg;;Oldemburgo;;;;;;;;;x
d_oldenburg_adj;Oldenburgian;Oldenbourgeoise;Oldenburgischer;;Oldenburgués;;;;;;;;;x
k_oldenburg;Oldenburg;Oldenbourg;Oldenburg;;Oldemburgo;;;;;;;;;x
k_oldenburg_adj;Oldenburgian;Oldenbourgeoise;Oldenburgischer;;Oldenburgués;;;;;;;;;x
e_oldenburg;Oldenburgian Empire;Oldenbourg;Oldenburg;;Oldemburgo;;;;;;;;;x
e_oldenburg_adj;Oldenburgian;Oldenbourgeoise;Oldenburgischer;;Oldenburgués;;;;;;;;;x
d_osnabruck;Osnabrück;Osnabrück;Osnabrück;;Osnabrück;;;;;;;;;x
d_osnabruck_adj;Osnabrückian;Osnabrückoise;Osnabrücker;;Osnabruckiano;;;;;;;;;x
k_osnabruck;Osnabrück;Osnabrück;Osnabrück;;Osnabrück;;;;;;;;;x
k_osnabruck_adj;Osnabrückian;Osnabrückoise;Osnabrücker;;Osnabruckiano;;;;;;;;;x
e_osnabruck;Osnabrückian Empire;Osnabrück;Osnabrück;;Osnabrück;;;;;;;;;x
e_osnabruck_adj;Osnabrückian;Osnabrückoise;Osnabrücker;;Osnabruckiano;;;;;;;;;x
d_gottingen;Göttingen;Göttingen;Göttingen;;Göttingen;;;;;;;;;x
d_gottingen_adj;Göttingian;Göttingenoise;Göttinger;;Gotingués;;;;;;;;;x
k_gottingen;Göttingen;Göttingen;Göttingen;;Göttingen;;;;;;;;;x
k_gottingen_adj;Göttingian;Göttingenoise;Göttinger;;Gotingués;;;;;;;;;x
e_gottingen;Göttingian Empire;Göttingen;Göttingen;;Göttingen;;;;;;;;;x
e_gottingen_adj;Göttingian;Göttingenoise;Göttinger;;Gotingués;;;;;;;;;x
d_thuringen;Thüringen;Thuringe;Thüringen;;Thüringen;;;;;;;;;x
d_thuringen_adj;Thüringian;Thuringienne;Thüringer;;Turingio;;;;;;;;;x
k_thuringen;Thüringen;Thuringe;Thüringen;;Thüringen;;;;;;;;;x
k_thuringen_adj;Thüringian;Thuringienne;Thüringer;;Turingio;;;;;;;;;x
e_thuringen;Thüringian Empire;Thuringe;Thüringen;;Thüringen;;;;;;;;;x
e_thuringen_adj;Thüringian;Thuringienne;Thüringer;;Turingio;;;;;;;;;x
d_nassau;Nassau;Nassau;Nassau;;Nasáu;;;;;;;;;x
d_nassau_adj;Nassauian;Nassauienne;Nassauer;;Nassauiano;;;;;;;;;x
k_nassau;Nassau;Nassau;Nassau;;Nasáu;;;;;;;;;x
k_nassau_adj;Nassauian;Nassauienne;Nassauer;;Nassauiano;;;;;;;;;x
e_nassau;Nassauian Empire;Nassau;Nassau;;Nasáu;;;;;;;;;x
